idPk;code;name;description;observations;image1;image2;image3;visibility;isProduct;onDateUpdated;onDateCreated;daysToOperations;typeDeficiency;age;sex;isForPregnant;isApproved;isChecked;isDeleted;organizationsIdFk
1044;"No brinda información";"Cama Ortopedica Electrica";"No se especifica información.";"La empresa no mostró interés en ser parte del inventario, se llamó en repetidas ocasiones a Gabriela Cerdas, Gerente General de Grupomo, no obstante, nunca nos pudo atender al teléfono, se nos indicó que se enviará correo con la solicitud (gabriela@grupomo.com) lo cual aSi se hizo, sin embargo, no hubo respuesta alguna. Se hace la observación que la información que aquí se recoge fue tomada de la página de la empresa: http://www.grupomo.com/productos_nivel2.php?categoria=17";"imagen";"imagen";"imagen";1;0;2018-02-12 12:14:26;2018-02-12 12:14:26;{};"No brinda información.";{"'age'": "'Depende de la valoración médica.'"};2;1;1;1;0;18
1045;"No brinda información";"Muñequera";"No se especifica información.";"La empresa no mostró interés en ser parte del inventario, se llamó en repetidas ocasiones a Gabriela Cerdas, Gerente General de Grupomo, no obstante, nunca nos pudo atender al teléfono, se nos indicó que se enviará correo con la solicitud (gabriela@grupomo.com) lo cual aSi se hizo, sin embargo, no hubo respuesta alguna. Se hace la observación que la información que aquí se recoge fue tomada de la página de la empresa: http://www.grupomo.com/productos_nivel2.php?categoria=17";"imagen";"imagen";"imagen";1;0;2018-02-12 12:14:26;2018-02-12 12:14:26;{};"No brinda información.";{"'age'": "'Depende de la valoración médica.'"};2;1;1;1;0;18
1046;"No brinda información";"Tobillera elastica";"No se especifica información.";"La empresa no mostró interés en ser parte del inventario, se llamó en repetidas ocasiones a Gabriela Cerdas, Gerente General de Grupomo, no obstante, nunca nos pudo atender al teléfono, se nos indicó que se enviará correo con la solicitud (gabriela@grupomo.com) lo cual aSi se hizo, sin embargo, no hubo respuesta alguna. Se hace la observación que la información que aquí se recoge fue tomada de la página de la empresa: http://www.grupomo.com/productos_nivel2.php?categoria=17";"imagen";"imagen";"imagen";1;0;2018-02-12 12:14:26;2018-02-12 12:14:26;{};"No brinda información.";{"'age'": "'Depende de la valoración médica.'"};2;1;1;1;0;18
1047;"No brinda información";"Dona Espuma";"No se especifica información.";"La empresa no mostró interés en ser parte del inventario, se llamó en repetidas ocasiones a Gabriela Cerdas, Gerente General de Grupomo, no obstante, nunca nos pudo atender al teléfono, se nos indicó que se enviará correo con la solicitud (gabriela@grupomo.com) lo cual aSi se hizo, sin embargo, no hubo respuesta alguna. Se hace la observación que la información que aquí se recoge fue tomada de la página de la empresa: http://www.grupomo.com/productos_nivel2.php?categoria=17";"imagen";"imagen";"imagen";1;0;2018-02-12 12:14:26;2018-02-12 12:14:26;{};"No brinda información.";{"'age'": "'Depende de la valoración médica.'"};2;1;1;1;0;18
1048;"No brinda información";"Silla Baño con respaldo asiento en U";"No se especifica información.";"La empresa no mostró interés en ser parte del inventario, se llamó en repetidas ocasiones a Gabriela Cerdas, Gerente General de Grupomo, no obstante, nunca nos pudo atender al teléfono, se nos indicó que se enviará correo con la solicitud (gabriela@grupomo.com) lo cual aSi se hizo, sin embargo, no hubo respuesta alguna. Se hace la observación que la información que aquí se recoge fue tomada de la página de la empresa: http://www.grupomo.com/productos_nivel2.php?categoria=17";"imagen";"imagen";"imagen";1;0;2018-02-12 12:14:26;2018-02-12 12:14:26;{};"No brinda información.";{"'age'": "'Depende de la valoración médica.'"};2;1;1;1;0;18
1049;"No brinda información";"Andadera con ruedas";"No se especifica información.";"La empresa no mostró interés en ser parte del inventario, se llamó en repetidas ocasiones a Gabriela Cerdas, Gerente General de Grupomo, no obstante, nunca nos pudo atender al teléfono, se nos indicó que se enviará correo con la solicitud (gabriela@grupomo.com) lo cual aSi se hizo, sin embargo, no hubo respuesta alguna. Se hace la observación que la información que aquí se recoge fue tomada de la página de la empresa: http://www.grupomo.com/productos_nivel2.php?categoria=17";"imagen";"imagen";"imagen";1;0;2018-02-12 12:14:26;2018-02-12 12:14:26;{};"No brinda información.";{"'age'": "'Depende de la valoración médica.'"};2;1;1;1;0;18
1050;"No brinda información";"Tobillera neopreno";"No se especifica información.";"La empresa no mostró interés en ser parte del inventario, se llamó en repetidas ocasiones a Gabriela Cerdas, Gerente General de Grupomo, no obstante, nunca nos pudo atender al teléfono, se nos indicó que se enviará correo con la solicitud (gabriela@grupomo.com) lo cual aSi se hizo, sin embargo, no hubo respuesta alguna. Se hace la observación que la información que aquí se recoge fue tomada de la página de la empresa: http://www.grupomo.com/productos_nivel2.php?categoria=17";"imagen";"imagen";"imagen";1;0;2018-02-12 12:14:26;2018-02-12 12:14:26;{};"No brinda información.";{"'age'": "'Depende de la valoración médica.'"};2;1;1;1;0;18
1051;"No brinda información";"Barra Cromada 24 pulgadas";"No se especifica información.";"La empresa no mostró interés en ser parte del inventario, se llamó en repetidas ocasiones a Gabriela Cerdas, Gerente General de Grupomo, no obstante, nunca nos pudo atender al teléfono, se nos indicó que se enviará correo con la solicitud (gabriela@grupomo.com) lo cual aSi se hizo, sin embargo, no hubo respuesta alguna. Se hace la observación que la información que aquí se recoge fue tomada de la página de la empresa: http://www.grupomo.com/productos_nivel2.php?categoria=17";"imagen";"imagen";"imagen";1;0;2018-02-12 12:14:26;2018-02-12 12:14:26;{};"No brinda información.";{"'age'": "'Depende de la valoración médica.'"};2;1;1;1;0;18
1052;"No brinda información";"Elevador inodoro sin brazos";"No se especifica información.";"La empresa no mostró interés en ser parte del inventario, se llamó en repetidas ocasiones a Gabriela Cerdas, Gerente General de Grupomo, no obstante, nunca nos pudo atender al teléfono, se nos indicó que se enviará correo con la solicitud (gabriela@grupomo.com) lo cual aSi se hizo, sin embargo, no hubo respuesta alguna. Se hace la observación que la información que aquí se recoge fue tomada de la página de la empresa: http://www.grupomo.com/productos_nivel2.php?categoria=17";"imagen";"imagen";"imagen";1;0;2018-02-12 12:14:26;2018-02-12 12:14:26;{};"No brinda información.";{"'age'": "'Depende de la valoración médica.'"};2;1;1;1;0;18
1053;"No brinda información";"Cuello cervical de espuma";"No se especifica información.";"La empresa no mostró interés en ser parte del inventario, se llamó en repetidas ocasiones a Gabriela Cerdas, Gerente General de Grupomo, no obstante, nunca nos pudo atender al teléfono, se nos indicó que se enviará correo con la solicitud (gabriela@grupomo.com) lo cual aSi se hizo, sin embargo, no hubo respuesta alguna. Se hace la observación que la información que aquí se recoge fue tomada de la página de la empresa: http://www.grupomo.com/productos_nivel2.php?categoria=17";"imagen";"imagen";"imagen";1;0;2018-02-12 12:14:26;2018-02-12 12:14:26;{};"No brinda información.";{"'age'": "'Depende de la valoración médica.'"};2;1;1;1;0;18
1054;"No brinda información";"Mesa Puente";"No se especifica información.";"La empresa no mostró interés en ser parte del inventario, se llamó en repetidas ocasiones a Gabriela Cerdas, Gerente General de Grupomo, no obstante, nunca nos pudo atender al teléfono, se nos indicó que se enviará correo con la solicitud (gabriela@grupomo.com) lo cual aSi se hizo, sin embargo, no hubo respuesta alguna. Se hace la observación que la información que aquí se recoge fue tomada de la página de la empresa: http://www.grupomo.com/productos_nivel2.php?categoria=17";"imagen";"imagen";"imagen";1;0;2018-02-12 12:14:26;2018-02-12 12:14:26;{};"No brinda información.";{"'age'": "'Depende de la valoración médica.'"};2;1;1;1;0;18
1055;"No brinda información";"Rodillera elastica";"No se especifica información.";"La empresa no mostró interés en ser parte del inventario, se llamó en repetidas ocasiones a Gabriela Cerdas, Gerente General de Grupomo, no obstante, nunca nos pudo atender al teléfono, se nos indicó que se enviará correo con la solicitud (gabriela@grupomo.com) lo cual aSi se hizo, sin embargo, no hubo respuesta alguna. Se hace la observación que la información que aquí se recoge fue tomada de la página de la empresa: http://www.grupomo.com/productos_nivel2.php?categoria=17";"imagen";"imagen";"imagen";1;0;2018-02-12 12:14:26;2018-02-12 12:14:26;{};"Motriz";{"'age'": "'Depende de la valoración médica.'"};2;1;1;1;0;18
1056;"No brinda información";"Muleta Universal";"No se especifica información.";"La empresa no mostró interés en ser parte del inventario, se llamó en repetidas ocasiones a Gabriela Cerdas, Gerente General de Grupomo, no obstante, nunca nos pudo atender al teléfono, se nos indicó que se enviará correo con la solicitud (gabriela@grupomo.com) lo cual aSi se hizo, sin embargo, no hubo respuesta alguna. Se hace la observación que la información que aquí se recoge fue tomada de la página de la empresa: http://www.grupomo.com/productos_nivel2.php?categoria=17";"imagen";"imagen";"imagen";1;0;2018-02-12 12:14:26;2018-02-12 12:14:26;{};"No brinda información.";{"'age'": "'Depende de la valoración médica.'"};2;1;1;1;0;18
1057;"No brinda información";"Estabilizador rodilla";"No se especifica información.";"La empresa no mostró interés en ser parte del inventario, se llamó en repetidas ocasiones a Gabriela Cerdas, Gerente General de Grupomo, no obstante, nunca nos pudo atender al teléfono, se nos indicó que se enviará correo con la solicitud (gabriela@grupomo.com) lo cual aSi se hizo, sin embargo, no hubo respuesta alguna. Se hace la observación que la información que aquí se recoge fue tomada de la página de la empresa: http://www.grupomo.com/productos_nivel2.php?categoria=17";"imagen";"imagen";"imagen";1;0;2018-02-12 12:14:26;2018-02-12 12:14:26;{};"No brinda información.";{"'age'": "'Depende de la valoración médica.'"};2;1;1;1;0;18
1058;"No brinda información";"muñequera y dedo pulgar";"No se especifica información.";"La empresa no mostró interés en ser parte del inventario, se llamó en repetidas ocasiones a Gabriela Cerdas, Gerente General de Grupomo, no obstante, nunca nos pudo atender al teléfono, se nos indicó que se enviará correo con la solicitud (gabriela@grupomo.com) lo cual aSi se hizo, sin embargo, no hubo respuesta alguna. Se hace la observación que la información que aquí se recoge fue tomada de la página de la empresa: http://www.grupomo.com/productos_nivel2.php?categoria=17";"imagen";"imagen";"imagen";1;0;2018-02-12 12:14:27;2018-02-12 12:14:27;{};"No brinda información.";{"'age'": "'Depende de la valoración médica.'"};2;1;1;1;0;18
1059;"No brinda información";"Dona Hule infable";"No se especifica información.";"La empresa no mostró interés en ser parte del inventario, se llamó en repetidas ocasiones a Gabriela Cerdas, Gerente General de Grupomo, no obstante, nunca nos pudo atender al teléfono, se nos indicó que se enviará correo con la solicitud (gabriela@grupomo.com) lo cual aSi se hizo, sin embargo, no hubo respuesta alguna. Se hace la observación que la información que aquí se recoge fue tomada de la página de la empresa: http://www.grupomo.com/productos_nivel2.php?categoria=17";"imagen";"imagen";"imagen";1;0;2018-02-12 12:14:27;2018-02-12 12:14:27;{};"No brinda información.";{"'age'": "'Depende de la valoración médica.'"};2;1;1;1;0;18
1060;"No brinda información";"Silla Baño Obesos";"No se especifica información.";"La empresa no mostró interés en ser parte del inventario, se llamó en repetidas ocasiones a Gabriela Cerdas, Gerente General de Grupomo, no obstante, nunca nos pudo atender al teléfono, se nos indicó que se enviará correo con la solicitud (gabriela@grupomo.com) lo cual aSi se hizo, sin embargo, no hubo respuesta alguna. Se hace la observación que la información que aquí se recoge fue tomada de la página de la empresa: http://www.grupomo.com/productos_nivel2.php?categoria=17";"imagen";"imagen";"imagen";1;0;2018-02-12 12:14:27;2018-02-12 12:14:27;{};"No brinda información.";{"'age'": "'Depende de la valoración médica.'"};2;1;1;1;0;18
1061;"No brinda información";"Inmovilizador tobillo alto";"No se especifica información.";"La empresa no mostró interés en ser parte del inventario, se llamó en repetidas ocasiones a Gabriela Cerdas, Gerente General de Grupomo, no obstante, nunca nos pudo atender al teléfono, se nos indicó que se enviará correo con la solicitud (gabriela@grupomo.com) lo cual aSi se hizo, sin embargo, no hubo respuesta alguna. Se hace la observación que la información que aquí se recoge fue tomada de la página de la empresa: http://www.grupomo.com/productos_nivel2.php?categoria=17";"imagen";"imagen";"imagen";1;0;2018-02-12 12:14:27;2018-02-12 12:14:27;{};"No brinda información.";{"'age'": "'Depende de la valoración médica.'"};2;1;1;1;0;18
1062;"No brinda información";"Bidet";"No se especifica información.";"La empresa no mostró interés en ser parte del inventario, se llamó en repetidas ocasiones a Gabriela Cerdas, Gerente General de Grupomo, no obstante, nunca nos pudo atender al teléfono, se nos indicó que se enviará correo con la solicitud (gabriela@grupomo.com) lo cual aSi se hizo, sin embargo, no hubo respuesta alguna. Se hace la observación que la información que aquí se recoge fue tomada de la página de la empresa: http://www.grupomo.com/productos_nivel2.php?categoria=17";"imagen";"imagen";"imagen";1;0;2018-02-12 12:14:27;2018-02-12 12:14:27;{};"No brinda información.";{"'age'": "'Depende de la valoración médica.'"};2;1;1;1;0;18
1063;"No brinda información";"Almohada de aire";"No se especifica información.";"La empresa no mostró interés en ser parte del inventario, se llamó en repetidas ocasiones a Gabriela Cerdas, Gerente General de Grupomo, no obstante, nunca nos pudo atender al teléfono, se nos indicó que se enviará correo con la solicitud (gabriela@grupomo.com) lo cual aSi se hizo, sin embargo, no hubo respuesta alguna. Se hace la observación que la información que aquí se recoge fue tomada de la página de la empresa: http://www.grupomo.com/productos_nivel2.php?categoria=17";"imagen";"imagen";"imagen";1;0;2018-02-12 12:14:27;2018-02-12 12:14:27;{};"No brinda información.";{"'age'": "'Depende de la valoración médica.'"};2;1;1;1;0;18
1064;"No brinda información";"Orinal masculino";"No se especifica información.";"La empresa no mostró interés en ser parte del inventario, se llamó en repetidas ocasiones a Gabriela Cerdas, Gerente General de Grupomo, no obstante, nunca nos pudo atender al teléfono, se nos indicó que se enviará correo con la solicitud (gabriela@grupomo.com) lo cual aSi se hizo, sin embargo, no hubo respuesta alguna. Se hace la observación que la información que aquí se recoge fue tomada de la página de la empresa: http://www.grupomo.com/productos_nivel2.php?categoria=17";"imagen";"imagen";"imagen";1;0;2018-02-12 12:14:27;2018-02-12 12:14:27;{};"No brinda información.";{"'age'": "'Depende de la valoración médica.'"};2;1;1;1;0;18
1065;"No brinda información";"Bastón Plegable";"No se especifica información.";"La empresa no mostró interés en ser parte del inventario, se llamó en repetidas ocasiones a Gabriela Cerdas, Gerente General de Grupomo, no obstante, nunca nos pudo atender al teléfono, se nos indicó que se enviará correo con la solicitud (gabriela@grupomo.com) lo cual aSi se hizo, sin embargo, no hubo respuesta alguna. Se hace la observación que la información que aquí se recoge fue tomada de la página de la empresa: http://www.grupomo.com/productos_nivel2.php?categoria=17";"imagen";"imagen";"imagen";1;0;2018-02-12 12:14:27;2018-02-12 12:14:27;{};"No brinda información.";{"'age'": "'Depende de la valoración médica.'"};2;1;1;1;0;18
1066;"No brinda información";"Cuello inmovilizador";"No se especifica información.";"La empresa no mostró interés en ser parte del inventario, se llamó en repetidas ocasiones a Gabriela Cerdas, Gerente General de Grupomo, no obstante, nunca nos pudo atender al teléfono, se nos indicó que se enviará correo con la solicitud (gabriela@grupomo.com) lo cual aSi se hizo, sin embargo, no hubo respuesta alguna. Se hace la observación que la información que aquí se recoge fue tomada de la página de la empresa: http://www.grupomo.com/productos_nivel2.php?categoria=17";"imagen";"imagen";"imagen";1;0;2018-02-12 12:14:27;2018-02-12 12:14:27;{};"No brinda información.";{"'age'": "'Depende de la valoración médica.'"};2;1;1;1;0;18
1067;"No brinda información";"Barra Cromada 32 pulgadas";"No se especifica información.";"La empresa no mostró interés en ser parte del inventario, se llamó en repetidas ocasiones a Gabriela Cerdas, Gerente General de Grupomo, no obstante, nunca nos pudo atender al teléfono, se nos indicó que se enviará correo con la solicitud (gabriela@grupomo.com) lo cual aSi se hizo, sin embargo, no hubo respuesta alguna. Se hace la observación que la información que aquí se recoge fue tomada de la página de la empresa: http://www.grupomo.com/productos_nivel2.php?categoria=17";"imagen";"imagen";"imagen";1;0;2018-02-12 12:14:27;2018-02-12 12:14:27;{};"No brinda información.";{"'age'": "'Depende de la valoración médica.'"};2;1;1;1;0;18
1068;"No brinda información";"Rodillera con bisagras";"No se especifica información.";"La empresa no mostró interés en ser parte del inventario, se llamó en repetidas ocasiones a Gabriela Cerdas, Gerente General de Grupomo, no obstante, nunca nos pudo atender al teléfono, se nos indicó que se enviará correo con la solicitud (gabriela@grupomo.com) lo cual aSi se hizo, sin embargo, no hubo respuesta alguna. Se hace la observación que la información que aquí se recoge fue tomada de la página de la empresa: http://www.grupomo.com/productos_nivel2.php?categoria=17";"imagen";"imagen";"imagen";1;0;2018-02-12 12:14:27;2018-02-12 12:14:27;{};"No brinda información.";{"'age'": "'Depende de la valoración médica.'"};2;1;1;1;0;18
1069;"No brinda información";"Sillas ruedas y andadera con ruedas";"No se especifica información.";"La empresa no mostró interés en ser parte del inventario, se llamó en repetidas ocasiones a Gabriela Cerdas, Gerente General de Grupomo, no obstante, nunca nos pudo atender al teléfono, se nos indicó que se enviará correo con la solicitud (gabriela@grupomo.com) lo cual aSi se hizo, sin embargo, no hubo respuesta alguna. Se hace la observación que la información que aquí se recoge fue tomada de la página de la empresa: http://www.grupomo.com/productos_nivel2.php?categoria=17";"imagen";"imagen";"imagen";1;0;2018-02-12 12:14:27;2018-02-12 12:14:27;{};"No brinda información.";{"'age'": "'Depende de la valoración médica.'"};2;1;1;1;0;18
1070;"No brinda información";"Pesas para muñeca";"No se especifica información.";"La empresa no mostró interés en ser parte del inventario, se llamó en repetidas ocasiones a Gabriela Cerdas, Gerente General de Grupomo, no obstante, nunca nos pudo atender al teléfono, se nos indicó que se enviará correo con la solicitud (gabriela@grupomo.com) lo cual aSi se hizo, sin embargo, no hubo respuesta alguna. Se hace la observación que la información que aquí se recoge fue tomada de la página de la empresa: http://www.grupomo.com/productos_nivel2.php?categoria=17";"imagen";"imagen";"imagen";1;0;2018-02-12 12:14:27;2018-02-12 12:14:27;{};"No brinda información.";{"'age'": "'Depende de la valoración médica.'"};2;1;1;1;0;18
1071;"No brinda información";"Oximetro de pulso";"No se especifica información.";"La empresa no mostró interés en ser parte del inventario, se llamó en repetidas ocasiones a Gabriela Cerdas, Gerente General de Grupomo, no obstante, nunca nos pudo atender al teléfono, se nos indicó que se enviará correo con la solicitud (gabriela@grupomo.com) lo cual aSi se hizo, sin embargo, no hubo respuesta alguna. Se hace la observación que la información que aquí se recoge fue tomada de la página de la empresa: http://www.grupomo.com/productos_nivel2.php?categoria=17";"imagen";"imagen";"imagen";1;0;2018-02-12 12:14:27;2018-02-12 12:14:27;{};"No brinda información.";{"'age'": "'Depende de la valoración médica.'"};2;1;1;1;0;18
1072;"No brinda información";"Carretilla para oxigeno";"No se especifica información.";"La empresa no mostró interés en ser parte del inventario, se llamó en repetidas ocasiones a Gabriela Cerdas, Gerente General de Grupomo, no obstante, nunca nos pudo atender al teléfono, se nos indicó que se enviará correo con la solicitud (gabriela@grupomo.com) lo cual aSi se hizo, sin embargo, no hubo respuesta alguna. Se hace la observación que la información que aquí se recoge fue tomada de la página de la empresa: http://www.grupomo.com/productos_nivel2.php?categoria=17";"imagen";"imagen";"imagen";1;0;2018-02-12 12:14:27;2018-02-12 12:14:27;{};"No brinda información.";{"'age'": "'Depende de la valoración médica.'"};2;1;1;1;0;18
1073;"No brinda información";"Silla Baño especial";"No se especifica información.";"La empresa no mostró interés en ser parte del inventario, se llamó en repetidas ocasiones a Gabriela Cerdas, Gerente General de Grupomo, no obstante, nunca nos pudo atender al teléfono, se nos indicó que se enviará correo con la solicitud (gabriela@grupomo.com) lo cual aSi se hizo, sin embargo, no hubo respuesta alguna. Se hace la observación que la información que aquí se recoge fue tomada de la página de la empresa: http://www.grupomo.com/productos_nivel2.php?categoria=17";"imagen";"imagen";"imagen";1;0;2018-02-12 12:14:27;2018-02-12 12:14:27;{};"No brinda información.";{"'age'": "'Depende de la valoración médica.'"};2;1;1;1;0;18
1074;"No brinda información";"Silla Baño Transferencia";"No se especifica información.";"La empresa no mostró interés en ser parte del inventario, se llamó en repetidas ocasiones a Gabriela Cerdas, Gerente General de Grupomo, no obstante, nunca nos pudo atender al teléfono, se nos indicó que se enviará correo con la solicitud (gabriela@grupomo.com) lo cual aSi se hizo, sin embargo, no hubo respuesta alguna. Se hace la observación que la información que aquí se recoge fue tomada de la página de la empresa: http://www.grupomo.com/productos_nivel2.php?categoria=17";"imagen";"imagen";"imagen";1;0;2018-02-12 12:14:27;2018-02-12 12:14:27;{};"No brinda información.";{"'age'": "'Depende de la valoración médica.'"};2;1;1;1;0;18
1075;"No brinda información";"Escalerilla 2 peldaños";"No se especifica información.";"La empresa no mostró interés en ser parte del inventario, se llamó en repetidas ocasiones a Gabriela Cerdas, Gerente General de Grupomo, no obstante, nunca nos pudo atender al teléfono, se nos indicó que se enviará correo con la solicitud (gabriela@grupomo.com) lo cual aSi se hizo, sin embargo, no hubo respuesta alguna. Se hace la observación que la información que aquí se recoge fue tomada de la página de la empresa: http://www.grupomo.com/productos_nivel2.php?categoria=17";"imagen";"imagen";"imagen";1;0;2018-02-12 12:14:27;2018-02-12 12:14:27;{};"No brinda información.";{"'age'": "'Depende de la valoración médica.'"};2;1;1;1;0;18
1076;"No brinda información";"Ferula muñeca";"No se especifica información.";"La empresa no mostró interés en ser parte del inventario, se llamó en repetidas ocasiones a Gabriela Cerdas, Gerente General de Grupomo, no obstante, nunca nos pudo atender al teléfono, se nos indicó que se enviará correo con la solicitud (gabriela@grupomo.com) lo cual aSi se hizo, sin embargo, no hubo respuesta alguna. Se hace la observación que la información que aquí se recoge fue tomada de la página de la empresa: http://www.grupomo.com/productos_nivel2.php?categoria=17";"imagen";"imagen";"imagen";1;0;2018-02-12 12:14:27;2018-02-12 12:14:27;{};"No brinda información.";{"'age'": "'Depende de la valoración médica.'"};2;1;1;1;0;18
1077;"No brinda información";"Almohada para CPAC";"No se especifica información.";"La empresa no mostró interés en ser parte del inventario, se llamó en repetidas ocasiones a Gabriela Cerdas, Gerente General de Grupomo, no obstante, nunca nos pudo atender al teléfono, se nos indicó que se enviará correo con la solicitud (gabriela@grupomo.com) lo cual aSi se hizo, sin embargo, no hubo respuesta alguna. Se hace la observación que la información que aquí se recoge fue tomada de la página de la empresa: http://www.grupomo.com/productos_nivel2.php?categoria=17";"imagen";"imagen";"imagen";1;0;2018-02-12 12:14:27;2018-02-12 12:14:27;{};"No brinda información.";{"'age'": "'Depende de la valoración médica.'"};2;1;1;1;0;18
1078;"No brinda información";"Silla Brazo Fijo pies desmontable";"No se especifica información.";"La empresa no mostró interés en ser parte del inventario, se llamó en repetidas ocasiones a Gabriela Cerdas, Gerente General de Grupomo, no obstante, nunca nos pudo atender al teléfono, se nos indicó que se enviará correo con la solicitud (gabriela@grupomo.com) lo cual aSi se hizo, sin embargo, no hubo respuesta alguna. Se hace la observación que la información que aquí se recoge fue tomada de la página de la empresa: http://www.grupomo.com/productos_nivel2.php?categoria=17";"imagen";"imagen";"imagen";1;0;2018-02-12 12:14:27;2018-02-12 12:14:27;{};"No brinda información.";{"'age'": "'Depende de la valoración médica.'"};2;1;1;1;0;18
1079;"No brinda información";"Ejercitador de mano";"No se especifica información.";"La empresa no mostró interés en ser parte del inventario, se llamó en repetidas ocasiones a Gabriela Cerdas, Gerente General de Grupomo, no obstante, nunca nos pudo atender al teléfono, se nos indicó que se enviará correo con la solicitud (gabriela@grupomo.com) lo cual aSi se hizo, sin embargo, no hubo respuesta alguna. Se hace la observación que la información que aquí se recoge fue tomada de la página de la empresa: http://www.grupomo.com/productos_nivel2.php?categoria=17";"imagen";"imagen";"imagen";1;0;2018-02-12 12:14:27;2018-02-12 12:14:27;{};"No brinda información.";{"'age'": "'Depende de la valoración médica.'"};2;1;1;1;0;18
1080;"No brinda información";"Elevador de inodoro con brazos";"No se especifica información.";"La empresa no mostró interés en ser parte del inventario, se llamó en repetidas ocasiones a Gabriela Cerdas, Gerente General de Grupomo, no obstante, nunca nos pudo atender al teléfono, se nos indicó que se enviará correo con la solicitud (gabriela@grupomo.com) lo cual aSi se hizo, sin embargo, no hubo respuesta alguna. Se hace la observación que la información que aquí se recoge fue tomada de la página de la empresa: http://www.grupomo.com/productos_nivel2.php?categoria=17";"imagen";"imagen";"imagen";1;0;2018-02-12 12:14:27;2018-02-12 12:14:27;{};"No brinda información.";{"'age'": "'Depende de la valoración médica.'"};2;1;1;1;0;18
1081;"No brinda información";"Alcanzador";"No se especifica información.";"La empresa no mostró interés en ser parte del inventario, se llamó en repetidas ocasiones a Gabriela Cerdas, Gerente General de Grupomo, no obstante, nunca nos pudo atender al teléfono, se nos indicó que se enviará correo con la solicitud (gabriela@grupomo.com) lo cual aSi se hizo, sin embargo, no hubo respuesta alguna. Se hace la observación que la información que aquí se recoge fue tomada de la página de la empresa: http://www.grupomo.com/productos_nivel2.php?categoria=17";"imagen";"imagen";"imagen";1;0;2018-02-12 12:14:27;2018-02-12 12:14:27;{};"Motriz";{"'age'": "'Depende de la valoración médica.'"};2;1;1;1;0;18
1082;"No brinda información";"Andadera Universal niño";"No se especifica información.";"La empresa no mostró interés en ser parte del inventario, se llamó en repetidas ocasiones a Gabriela Cerdas, Gerente General de Grupomo, no obstante, nunca nos pudo atender al teléfono, se nos indicó que se enviará correo con la solicitud (gabriela@grupomo.com) lo cual aSi se hizo, sin embargo, no hubo respuesta alguna. Se hace la observación que la información que aquí se recoge fue tomada de la página de la empresa: http://www.grupomo.com/productos_nivel2.php?categoria=17";"imagen";"imagen";"imagen";1;0;2018-02-12 12:14:27;2018-02-12 12:14:27;{};"No brinda información.";{"'age'": "'Depende de la valoración médica.'"};2;1;1;1;0;18
1083;"No brinda información";"Inodoro Portatil 3 en 1";"No se especifica información.";"La empresa no mostró interés en ser parte del inventario, se llamó en repetidas ocasiones a Gabriela Cerdas, Gerente General de Grupomo, no obstante, nunca nos pudo atender al teléfono, se nos indicó que se enviará correo con la solicitud (gabriela@grupomo.com) lo cual aSi se hizo, sin embargo, no hubo respuesta alguna. Se hace la observación que la información que aquí se recoge fue tomada de la página de la empresa: http://www.grupomo.com/productos_nivel2.php?categoria=17";"imagen";"imagen";"imagen";1;0;2018-02-12 12:14:27;2018-02-12 12:14:27;{};"No brinda información.";{"'age'": "'Depende de la valoración médica.'"};2;1;1;1;0;18
1084;"No brinda información";"silla brazo fijo, pies elevables";"No se especifica información.";"La empresa no mostró interés en ser parte del inventario, se llamó en repetidas ocasiones a Gabriela Cerdas, Gerente General de Grupomo, no obstante, nunca nos pudo atender al teléfono, se nos indicó que se enviará correo con la solicitud (gabriela@grupomo.com) lo cual aSi se hizo, sin embargo, no hubo respuesta alguna. Se hace la observación que la información que aquí se recoge fue tomada de la página de la empresa: http://www.grupomo.com/productos_nivel2.php?categoria=17";"imagen";"imagen";"imagen";1;0;2018-02-12 12:14:27;2018-02-12 12:14:27;{};"No brinda información.";{"'age'": "'Depende de la valoración médica.'"};2;1;1;1;0;18
1085;"No brinda información";"Bolsa para agua fria";"No se especifica información.";"La empresa no mostró interés en ser parte del inventario, se llamó en repetidas ocasiones a Gabriela Cerdas, Gerente General de Grupomo, no obstante, nunca nos pudo atender al teléfono, se nos indicó que se enviará correo con la solicitud (gabriela@grupomo.com) lo cual aSi se hizo, sin embargo, no hubo respuesta alguna. Se hace la observación que la información que aquí se recoge fue tomada de la página de la empresa: http://www.grupomo.com/productos_nivel2.php?categoria=17";"imagen";"imagen";"imagen";1;0;2018-02-12 12:14:27;2018-02-12 12:14:27;{};"No brinda información.";{"'age'": "'Depende de la valoración médica.'"};2;1;1;1;0;18
1086;"No brinda información";"Baston Ajustable";"No se especifica información.";"La empresa no mostró interés en ser parte del inventario, se llamó en repetidas ocasiones a Gabriela Cerdas, Gerente General de Grupomo, no obstante, nunca nos pudo atender al teléfono, se nos indicó que se enviará correo con la solicitud (gabriela@grupomo.com) lo cual aSi se hizo, sin embargo, no hubo respuesta alguna. Se hace la observación que la información que aquí se recoge fue tomada de la página de la empresa: http://www.grupomo.com/productos_nivel2.php?categoria=17";"imagen";"imagen";"imagen";1;0;2018-02-12 12:14:27;2018-02-12 12:14:27;{};"No brinda información.";{"'age'": "'Depende de la valoración médica.'"};2;1;1;1;0;18
