idPk;isPrivate;cost;objectives;reaches;specificSupports;typeSupports;daysToOperations;responsabilityPerson;cover;requirements;accesibility;others;scheduleExtraordinary;otherExtraordinaryAttention;attentionFrecuency;Items_idPk
114;1;"Varia de acuerdo a la valoración y tiempo de trabajo que el paciente lo requiera.";"Mejorar la capacidad de movilización en las personas no videntes a la hora de trabajar con perros guías, y en cuanto personas con discapacidad cognitiva, poder brindarles un mejor desarrollo social y personal a través de la terapia de contacto con el animal.";"Mejorar la calidad de vida de PcD a través de la terapia y el contacto con los animales.";"Terapia asistida con animales como: perros, caballos y asnos.";"Individuales y grupales";{};"Ocupación: Terapuetas Ocupacionales y Físicos Formación académica: Licenciados Experiencia: Más de 10 años. Otras destrezas:";"Alajuela";"PcD Visual, cognitiva.";"Si poseen las condiciones.";"No brinda información.";0;"-";"- Semanal";114
115;1;"Gratis a las personas, se aceptan ayudas voluntarias.";"Ayudar al paciente a mejorar su calidad de vida.";"Brindar asistencia médica gratuita a la persona de escasos recursos.";"Consulta médica especializada de un neurólogo, se da en su consultorio privado, en caso de necesitar más atención, se da una valoración de 24 horas en el hospital San Juan de Dios.";"Individuales";{};"Ocupación: Médico Neurologo. Formación académica: Lic. en Medicina Humana con énfasis en Neurología. Experiencia: Más de 25 años. Otras destrezas: No hay.";"uela, no hay sucursales, se atiende generalmente por teléfono. Provincias (si no es cobertura nacional), describir las provincias:";"Ser persona con epilepsia, de escasos recursos económicos, puede ser niño, joven o adulto mayor.";"Las oficinas están en la casa de la presidente de la asoc. Es una casa de habitación, no posee condiciones.";"No brinda información.";0;"-";"- Semanal";115
116;1;"Gratis para el usuario que pertenece al hogar.";"Acoger con prioridad a las personas con discapacidad más abandonadas y necesitadas. Brindar un hogar permanente a la población recibida en nuestros hogares";"Atención a personas en condición de discapacidad, parálisis cerebral infantil, retraso mental y que además cuentan con enfermedades crónicas y terminales.";"Terapia Física, electroterapia, ejercicio físico.";"Individuales";{};"Ocupación: Terapeuta. Formación académica: Lic. Terapia Física. Experiencia: 5 años. Otras destrezas:";"Nacional";"1. Ser personas miembros del hogar Manos Abiertas 2. Que estén en condición de abandono, riesgo social , condición de calle, o extrema pobreza. 3. Condición nacional o migrante (documentado o indocumentado). 4. Personas que presenten algún tipo de discapacidad, (PCI, RM) enfermedad crónica o terminal que requieran apoyos generalizados 5. Si es menor de edad que cuente con declaratoria de abandono, medida de protección si es adulto declaratoria de abandono o RESOLUCIÓN JUDICIAL (en donde describe su condición apoyo generalizado) o en riesgo social., emitida por el ente rector CONAPDIS.";"Si posee.";"La Fundación Hogar Manos Abiertas implementa tres programas de atención, para un total de 140 personas atendidas en forma permanente: En condición de abandono con discapacidad y enfermedades crónicas y terminales. Personas adultas con discapacidad en estado de abandono y retardo mental. Personas adultas con discapacidad en estado de abandono, condición de calle que requieren apoyo generalizado, muchos en etapa terminal.";0;"-";"-Diario";116
117;0;"Gratis para el usuario que pertenece al hogar.";"Acoger con prioridad a las personas con discapacidad más abandonadas y necesitadas. Brindar un hogar permanente a la población recibida en nuestros hogares";"Atención a personas en condición de discapacidad, parálisis cerebral infantil, retraso mental y que además cuentan con enfermedades crónicas y terminales.";"Educación especial, de acuerdo objetivos del MEP.";"Individuales";{};"Ocupación: Educadora. Formación académica: Lic. Educación Especial. Experiencia: 5 años. Otras destrezas:";"Nacional";"1. Ser personas miembros del hogar Manos Abiertas 2. Que estén en condición de abandono, riesgo social , condición de calle, o extrema pobreza. 3. Condición nacional o migrante (documentado o indocumentado). 4. Personas que presenten algún tipo de discapacidad, (PCI, RM) enfermedad crónica o terminal que requieran apoyos generalizados 5. Si es menor de edad que cuente con declaratoria de abandono, medida de protección si es adulto declaratoria de abandono o RESOLUCIÓN JUDICIAL (en donde describe su condición apoyo generalizado) o en riesgo social., emitida por el ente rector CONAPDIS.";"Si posee.";"Este servicio lo provee directamente el MEP.";0;"-";"-Diario";117
118;1;"Gratis para el usuario, se aceptan donaciones privadas.";"Acoger con prioridad a las personas con discapacidad más abandonadas y necesitadas . Brindar un hogar permanente a la población recibida en nuestros hogares";"Atención a personas en condición de discapacidad, parálisis cerebral infantil, retraso mental y que además cuentan con enfermedades crónicas y terminales.";"Asistencia médica, asistencia espiritual, apoyo psicológico.";"Individuales";{};"Ocupación: Representante Legal. Formación académica: Administradora Empresas. Experiencia: 5 años. Otras destrezas:";"Nacional";"1. Personas mayores de 0 a 65 años. 2. Que estén en condición de abandono, riesgo social , condición de calle, o extrema pobreza. 3. Condición nacional o migrante (documentado o indocumentado). 4. Personas que presenten algún tipo de discapacidad, (PCI, RM) enfermedad crónica o terminal que requieran apoyos generalizados 5. Si es menor de edad que cuente con declaratoria de abandono, medida de protección si es adulto declaratoria de abandono o RESOLUCIÓN JUDICIAL (en donde describe su condición apoyo generalizado) o en riesgo social., emitida por el ente rector CONAPDIS.";"Si posee.";"La Fundación Hogar Manos Abiertas implementa tres programas de atención, para un total de 140 personas atendidas en forma permanente: En condición de abandono con discapacidad y enfermedades crónicas y terminales. Personas adultas con discapacidad en estado de abandono y retardo mental. Personas adultas con discapacidad en estado de abandono, condición de calle que requieren apoyo generalizado, muchos en etapa terminal.";0;"-";"-Diario";118
119;0;"No brinda información.";"apoyar a nuestros estudiantes con necesidades especiales, brindándoles servicios de apoyo adecuados a su estado de salud y condición especial.";"Brindar servicios de apoyo a las personas con discapacidad que estudian en este centro educativo, para que puedan mejorar su calidad de vida, por medio de la mejora de su aprendizaje, destrezas y ejercitación de su cuerpo.";"Educación para el hogar";"Grupales";{};"Ocupación: profesores de educación especial Formación académica: licenciados Experiencia: más de 5 años Otras destrezas:";"Provincias: Alajuela Cantones: Grecia y alrededores";"Matricularse en el centro educativo y presentar un dictamen médico donde informe sobre su condición.";"si es accesible.";"No brinda información.";0;"-";"-Diario";119
120;0;"No brinda información.";"apoyar a nuestros estudiantes con necesidades especiales, brindándoles servicios de apoyo adecuados a su estado de salud y condición especial.";"Brindar servicios de apoyo a las personas con discapacidad que estudian en este centro educativo, para que puedan mejorar su calidad de vida, por medio de la mejora de su aprendizaje, destrezas y ejercitación de su cuerpo.";"Artes industriales";"Grupales";{};"Ocupación: profesores de educación especial Formación académica: licenciados Experiencia: más de 5 años Otras destrezas:";"Provincias: Alajuela Cantones: Grecia y alrededores";"Matricularse en el centro educativo y presentar un dictamen médico donde informe sobre su condición.";"si es accesible.";"No brinda información.";0;"-";"-Diario";120
121;0;"No brinda información.";"apoyar a nuestros estudiantes con necesidades especiales, brindándoles servicios de apoyo adecuados a su estado de salud y condición especial.";"Brindar servicios de apoyo a las personas con discapacidad que estudian en este centro educativo, para que puedan mejorar su calidad de vida, por medio de la mejora de su aprendizaje, destrezas y ejercitación de su cuerpo.";"Educación musical";"Grupales";{};"Ocupación: profesores de educación especial Formación académica: licenciados Experiencia: más de 5 años Otras destrezas:";"Provincias: Alajuela Cantones: Grecia y alrededores";"Matricularse en el centro educativo y presentar un dictamen médico donde informe sobre su condición.";"si es accesible.";"No brinda información.";0;"-";"-Diario";121
122;0;"No brinda información.";"apoyar a nuestros estudiantes con necesidades especiales, brindándoles servicios de apoyo adecuados a su estado de salud y condición especial.";"Brindar servicios de apoyo a las personas con discapacidad que estudian en este centro educativo, para que puedan mejorar su calidad de vida, por medio de la mejora de su aprendizaje, destrezas y ejercitación de su cuerpo.";"Educación física";"Grupales";{};"Ocupación: profesores de educación especial Formación académica: licenciados Experiencia: más de 5 años Otras destrezas:";"Provincias: Alajuela Cantones: Grecia y alrededores";"Matricularse en el centro educativo y presentar un dictamen médico donde informe sobre su condición.";"si es accesible.";"No brinda información.";0;"-";"-Diario";122
123;0;"No brinda información.";"apoyar a nuestros estudiantes con necesidades especiales, brindándoles servicios de apoyo adecuados a su estado de salud y condición especial.";"Brindar servicios de apoyo a las personas con discapacidad que estudian en este centro educativo, para que puedan mejorar su calidad de vida, por medio de la mejora de su aprendizaje, destrezas y ejercitación de su cuerpo.";"Artes plásticas";"Grupales";{};"Ocupación: profesores de educación especial Formación académica: licenciados Experiencia: más de 5 años Otras destrezas:";"Provincias: Alajuela Cantones: Grecia y alrededores";"Matricularse en el centro educativo y presentar un dictamen médico donde informe sobre su condición.";"si es accesible.";"No brinda información.";0;"-";"-Diario";123
124;0;"No brinda información.";"apoyar a nuestros estudiantes con necesidades especiales, brindándoles servicios de apoyo adecuados a su estado de salud y condición especial.";"Brindar servicios de apoyo a las personas con discapacidad que estudian en este centro educativo, para que puedan mejorar su calidad de vida, por medio de la mejora de su aprendizaje, destrezas y ejercitación de su cuerpo.";"terapia física";"Grupales";{};"Ocupación: Fisioterapeutas Formación académica: licenciados Experiencia: más de 5 años Otras destrezas:";"Provincias: Alajuela Cantones: Grecia y alrededores";"Matricularse en el centro educativo y presentar un dictamen médico donde informe sobre su condición.";"si es accesible.";"No brinda información.";0;"-";"-Diario";124
125;0;"No brinda información.";"apoyar a nuestros estudiantes con necesidades especiales, brindándoles servicios de apoyo adecuados a su estado de salud y condición especial.";"Brindar servicios de apoyo a las personas con discapacidad que estudian en este centro educativo, para que puedan mejorar su calidad de vida, por medio de la mejora de su aprendizaje, destrezas y ejercitación de su cuerpo.";"terapia de lenguaje";"Grupales";{};"Ocupación: profesores de educación especial Formación académica: licenciados Experiencia: más de 5 años Otras destrezas:";"Provincias: Alajuela Cantones: Grecia y alrededores";"Matricularse en el centro educativo y presentar un dictamen médico donde informe sobre su condición.";"si es accesible.";"No brinda información.";0;"-";"-Diario";125
126;0;"No brinda información.";"Facilitar a la población estudiantil servicios educativos de calidad que potencialicen sus capacidades individuales y estilos de aprendizaje; enfocados a este proceso, donde se implemente una organización eficiente que garantice el funcionamiento óptimo de los servicios y las acciones relacionadas con la gestión administrativa. Ofrecer orientación y apoyo a las familias de la comunidad educativa, para promover el desempeño del estudiante en los contextos en los que se desenvuelve.";"No hay.";"Servicios de atención directa a estudiantes en Discapacidad Cognitiva, Discapacidad Múltiple, Problemas Emocionales y de Conducta en los diferentes niveles de atención según lo establece el Plan de Estudios de Centros de Enseñanza Especial del MEP. Especialidad Nivel Edad Retraso Mental Estimulación Temprana 0 a 3 años Maternal 3 – 4 ½ años Kinder 4 ½ - 5 ½ años Preparatoria 5 ½ - 7 años I Ciclo 7 – 10 años II Ciclo 10 – 14 años III Ciclo 14 – 17 años IV Ciclo 17 – 21 años Discapacidad Múltiple Y Problemas Emocionales y de Conducta Estimulación Temprana 0 a 3 años Maternal 3 – 5 años Kinder 5 - 7 años I Ciclo 7 – 10 años II Ciclo 10 – 14 años III Ciclo 14 – 17 años IV Ciclo 17 – 21 años Servicios de apoyo fijo en Problemas Emocionales y de Conducta y Deficiencia Visual para los estudiantes de atención directa que lo requieren. Asignaturas complementarias en los diferentes niveles y especialidades según lo indica el Plan de Estudios para Centros de Educación Especial del MEP (Educación Musical, Educación Física, Educación para el Hogar, Artes Industriales, Artes Plásticas) Servicios complementarios para los estudiantes de atención directa que lo requieran y según los cupos disponibles: Terapia de Lenguaje, Terapia Física, Psicología, Área Social.";"Individuales y grupales";{};"95 personas en total laboran en el centro, de los cuales 11 son docentes todas calificadas en tema de educación curricular y 56 educadores especiales, además 2 terapeutas físicas, 1 psicólogo.";"Provincias: Alajuela, Heredia. Cantones: Alajuela: Alajuela, Atenas, Poás Heredia: Santa Bárbara.";"Ingresan niños o jóvenes con discapacidad, en edades que oscilan entre 0 meses y 21 años que ingresan ya sea por traslado o por referencia del MEP. Los documentos solicitados son los siguientes: Diagnóstico médico Fotocopia de cédulas de padres o encargados Referencia de Asesoría Regional de Educación Especial Constancia de nacimiento Copia del carné de vacunas Copia del carné de salud: páginas con datos de nacimiento Fotografía tamaño pasaporte del estudiante";"El edificio cuenta con rampas de acceso y señalización.";"No hay.";0;"-";"-Diario";126
127;0;"No brinda información.";"Facilitar a la población estudiantil servicios educativos de calidad que potencialicen sus capacidades individuales y estilos de aprendizaje; enfocados a este proceso, donde se implemente una organización eficiente que garantice el funcionamiento óptimo de los servicios y las acciones relacionadas con la gestión administrativa. Ofrecer orientación y apoyo a las familias de la comunidad educativa, para promover el desempeño del estudiante en los contextos en los que se desenvuelve.";"No hay.";"Servicios de atención directa a estudiantes en Discapacidad Cognitiva, Discapacidad Múltiple, Problemas Emocionales y de Conducta en los diferentes niveles de atención según lo establece el Plan de Estudios de Centros de Enseñanza Especial del MEP. Especialidad Nivel Edad Retraso Mental Estimulación Temprana 0 a 3 años Maternal 3 – 4 ½ años Kinder 4 ½ - 5 ½ años Preparatoria 5 ½ - 7 años I Ciclo 7 – 10 años II Ciclo 10 – 14 años III Ciclo 14 – 17 años IV Ciclo 17 – 21 años Discapacidad Múltiple Y Problemas Emocionales y de Conducta Estimulación Temprana 0 a 3 años Maternal 3 – 5 años Kinder 5 - 7 años I Ciclo 7 – 10 años II Ciclo 10 – 14 años III Ciclo 14 – 17 años IV Ciclo 17 – 21 años Servicios de apoyo fijo en Problemas Emocionales y de Conducta y Deficiencia Visual para los estudiantes de atención directa que lo requieren. Asignaturas complementarias en los diferentes niveles y especialidades según lo indica el Plan de Estudios para Centros de Educación Especial del MEP (Educación Musical, Educación Física, Educación para el Hogar, Artes Industriales, Artes Plásticas) Servicios complementarios para los estudiantes de atención directa que lo requieran y según los cupos disponibles: Terapia de Lenguaje, Terapia Física, Psicología, Área Social.";"Individuales y grupales";{};"95 personas en total laboran en el centro, de los cuales 11 son docentes todas calificadas en tema de educación curricular y 56 educadores especiales, además 2 terapeutas físicas, 1 psicólogo.";"Provincias: Alajuela, Heredia. Cantones: Alajuela: Alajuela, Atenas, Poás Heredia: Santa Bárbara.";"Ingresan niños o jóvenes con discapacidad, en edades que oscilan entre 0 meses y 21 años que ingresan ya sea por traslado o por referencia del MEP. Los documentos solicitados son los siguientes: Diagnóstico médico Fotocopia de cédulas de padres o encargados Referencia de Asesoría Regional de Educación Especial Constancia de nacimiento Copia del carné de vacunas Copia del carné de salud: páginas con datos de nacimiento Fotografía tamaño pasaporte del estudiante";"El edificio cuenta con rampas de acceso y señalización.";"No hay.";0;"-";"-Diario";127
128;0;"No brinda información.";"Facilitar a la población estudiantil servicios educativos de calidad que potencialicen sus capacidades individuales y estilos de aprendizaje; enfocados a este proceso, donde se implemente una organización eficiente que garantice el funcionamiento óptimo de los servicios y las acciones relacionadas con la gestión administrativa. Ofrecer orientación y apoyo a las familias de la comunidad educativa, para promover el desempeño del estudiante en los contextos en los que se desenvuelve.";"No hay.";"Servicios de atención directa a estudiantes en Discapacidad Cognitiva, Discapacidad Múltiple, Problemas Emocionales y de Conducta en los diferentes niveles de atención según lo establece el Plan de Estudios de Centros de Enseñanza Especial del MEP. Especialidad Nivel Edad Retraso Mental Estimulación Temprana 0 a 3 años Maternal 3 – 4 ½ años Kinder 4 ½ - 5 ½ años Preparatoria 5 ½ - 7 años I Ciclo 7 – 10 años II Ciclo 10 – 14 años III Ciclo 14 – 17 años IV Ciclo 17 – 21 años Discapacidad Múltiple Y Problemas Emocionales y de Conducta Estimulación Temprana 0 a 3 años Maternal 3 – 5 años Kinder 5 - 7 años I Ciclo 7 – 10 años II Ciclo 10 – 14 años III Ciclo 14 – 17 años IV Ciclo 17 – 21 años Servicios de apoyo fijo en Problemas Emocionales y de Conducta y Deficiencia Visual para los estudiantes de atención directa que lo requieren. Asignaturas complementarias en los diferentes niveles y especialidades según lo indica el Plan de Estudios para Centros de Educación Especial del MEP (Educación Musical, Educación Física, Educación para el Hogar, Artes Industriales, Artes Plásticas) Servicios complementarios para los estudiantes de atención directa que lo requieran y según los cupos disponibles: Terapia de Lenguaje, Terapia Física, Psicología, Área Social.";"Individuales y grupales";{};"95 personas en total laboran en el centro, de los cuales 11 son docentes todas calificadas en tema de educación curricular y 56 educadores especiales, además 2 terapeutas físicas, 1 psicólogo.";"Provincias: Alajuela, Heredia. Cantones: Alajuela: Alajuela, Atenas, Poás Heredia: Santa Bárbara.";"Ingresan niños o jóvenes con discapacidad, en edades que oscilan entre 0 meses y 21 años que ingresan ya sea por traslado o por referencia del MEP. Los documentos solicitados son los siguientes: Diagnóstico médico Fotocopia de cédulas de padres o encargados Referencia de Asesoría Regional de Educación Especial Constancia de nacimiento Copia del carné de vacunas Copia del carné de salud: páginas con datos de nacimiento Fotografía tamaño pasaporte del estudiante";"El edificio cuenta con rampas de acceso y señalización.";"No hay.";0;"-";"-Diario";128
129;0;"No brinda información.";"Facilitar a la población estudiantil servicios educativos de calidad que potencialicen sus capacidades individuales y estilos de aprendizaje; enfocados a este proceso, donde se implemente una organización eficiente que garantice el funcionamiento óptimo de los servicios y las acciones relacionadas con la gestión administrativa. Ofrecer orientación y apoyo a las familias de la comunidad educativa, para promover el desempeño del estudiante en los contextos en los que se desenvuelve.";"No hay.";"Servicios de atención directa a estudiantes en Discapacidad Cognitiva, Discapacidad Múltiple, Problemas Emocionales y de Conducta en los diferentes niveles de atención según lo establece el Plan de Estudios de Centros de Enseñanza Especial del MEP. Especialidad Nivel Edad Retraso Mental Estimulación Temprana 0 a 3 años Maternal 3 – 4 ½ años Kinder 4 ½ - 5 ½ años Preparatoria 5 ½ - 7 años I Ciclo 7 – 10 años II Ciclo 10 – 14 años III Ciclo 14 – 17 años IV Ciclo 17 – 21 años Discapacidad Múltiple Y Problemas Emocionales y de Conducta Estimulación Temprana 0 a 3 años Maternal 3 – 5 años Kinder 5 - 7 años I Ciclo 7 – 10 años II Ciclo 10 – 14 años III Ciclo 14 – 17 años IV Ciclo 17 – 21 años Servicios de apoyo fijo en Problemas Emocionales y de Conducta y Deficiencia Visual para los estudiantes de atención directa que lo requieren. Asignaturas complementarias en los diferentes niveles y especialidades según lo indica el Plan de Estudios para Centros de Educación Especial del MEP (Educación Musical, Educación Física, Educación para el Hogar, Artes Industriales, Artes Plásticas) Servicios complementarios para los estudiantes de atención directa que lo requieran y según los cupos disponibles: Terapia de Lenguaje, Terapia Física, Psicología, Área Social.";"Individuales y grupales";{};"95 personas en total laboran en el centro, de los cuales 11 son docentes todas calificadas en tema de educación curricular y 56 educadores especiales, además 2 terapeutas físicas, 1 psicólogo.";"Provincias: Alajuela, Heredia. Cantones: Alajuela: Alajuela, Atenas, Poás Heredia: Santa Bárbara.";"Ingresan niños o jóvenes con discapacidad, en edades que oscilan entre 0 meses y 21 años que ingresan ya sea por traslado o por referencia del MEP. Los documentos solicitados son los siguientes: Diagnóstico médico Fotocopia de cédulas de padres o encargados Referencia de Asesoría Regional de Educación Especial Constancia de nacimiento Copia del carné de vacunas Copia del carné de salud: páginas con datos de nacimiento Fotografía tamaño pasaporte del estudiante";"El edificio cuenta con rampas de acceso y señalización.";"No hay.";0;"-";"-Diario";129
130;0;"No brinda información.";"Facilitar a la población estudiantil servicios educativos de calidad que potencialicen sus capacidades individuales y estilos de aprendizaje; enfocados a este proceso, donde se implemente una organización eficiente que garantice el funcionamiento óptimo de los servicios y las acciones relacionadas con la gestión administrativa. Ofrecer orientación y apoyo a las familias de la comunidad educativa, para promover el desempeño del estudiante en los contextos en los que se desenvuelve.";"No hay.";"Servicios de atención directa a estudiantes en Discapacidad Cognitiva, Discapacidad Múltiple, Problemas Emocionales y de Conducta en los diferentes niveles de atención según lo establece el Plan de Estudios de Centros de Enseñanza Especial del MEP. Especialidad Nivel Edad Retraso Mental Estimulación Temprana 0 a 3 años Maternal 3 – 4 ½ años Kinder 4 ½ - 5 ½ años Preparatoria 5 ½ - 7 años I Ciclo 7 – 10 años II Ciclo 10 – 14 años III Ciclo 14 – 17 años IV Ciclo 17 – 21 años Discapacidad Múltiple Y Problemas Emocionales y de Conducta Estimulación Temprana 0 a 3 años Maternal 3 – 5 años Kinder 5 - 7 años I Ciclo 7 – 10 años II Ciclo 10 – 14 años III Ciclo 14 – 17 años IV Ciclo 17 – 21 años Servicios de apoyo fijo en Problemas Emocionales y de Conducta y Deficiencia Visual para los estudiantes de atención directa que lo requieren. Asignaturas complementarias en los diferentes niveles y especialidades según lo indica el Plan de Estudios para Centros de Educación Especial del MEP (Educación Musical, Educación Física, Educación para el Hogar, Artes Industriales, Artes Plásticas) Servicios complementarios para los estudiantes de atención directa que lo requieran y según los cupos disponibles: Terapia de Lenguaje, Terapia Física, Psicología, Área Social.";"Individuales y grupales";{};"95 personas en total laboran en el centro, de los cuales 11 son docentes todas calificadas en tema de educación curricular y 56 educadores especiales, además 2 terapeutas físicas, 1 psicólogo.";"Provincias: Alajuela, Heredia. Cantones: Alajuela: Alajuela, Atenas, Poás Heredia: Santa Bárbara.";"Ingresan niños o jóvenes con discapacidad, en edades que oscilan entre 0 meses y 21 años que ingresan ya sea por traslado o por referencia del MEP. Los documentos solicitados son los siguientes: Diagnóstico médico Fotocopia de cédulas de padres o encargados Referencia de Asesoría Regional de Educación Especial Constancia de nacimiento Copia del carné de vacunas Copia del carné de salud: páginas con datos de nacimiento Fotografía tamaño pasaporte del estudiante";"El edificio cuenta con rampas de acceso y señalización.";"No hay.";0;"-";"-Diario";130
131;0;"No brinda información.";"Facilitar a la población estudiantil servicios educativos de calidad que potencialicen sus capacidades individuales y estilos de aprendizaje; enfocados a este proceso, donde se implemente una organización eficiente que garantice el funcionamiento óptimo de los servicios y las acciones relacionadas con la gestión administrativa. Ofrecer orientación y apoyo a las familias de la comunidad educativa, para promover el desempeño del estudiante en los contextos en los que se desenvuelve.";"No hay.";"Servicios de atención directa a estudiantes en Discapacidad Cognitiva, Discapacidad Múltiple, Problemas Emocionales y de Conducta en los diferentes niveles de atención según lo establece el Plan de Estudios de Centros de Enseñanza Especial del MEP. Especialidad Nivel Edad Retraso Mental Estimulación Temprana 0 a 3 años Maternal 3 – 4 ½ años Kinder 4 ½ - 5 ½ años Preparatoria 5 ½ - 7 años I Ciclo 7 – 10 años II Ciclo 10 – 14 años III Ciclo 14 – 17 años IV Ciclo 17 – 21 años Discapacidad Múltiple Y Problemas Emocionales y de Conducta Estimulación Temprana 0 a 3 años Maternal 3 – 5 años Kinder 5 - 7 años I Ciclo 7 – 10 años II Ciclo 10 – 14 años III Ciclo 14 – 17 años IV Ciclo 17 – 21 años Servicios de apoyo fijo en Problemas Emocionales y de Conducta y Deficiencia Visual para los estudiantes de atención directa que lo requieren. Asignaturas complementarias en los diferentes niveles y especialidades según lo indica el Plan de Estudios para Centros de Educación Especial del MEP (Educación Musical, Educación Física, Educación para el Hogar, Artes Industriales, Artes Plásticas) Servicios complementarios para los estudiantes de atención directa que lo requieran y según los cupos disponibles: Terapia de Lenguaje, Terapia Física, Psicología, Área Social.";"Individuales y grupales";{};"95 personas en total laboran en el centro, de los cuales 11 son docentes todas calificadas en tema de educación curricular y 56 educadores especiales, además 2 terapeutas físicas, 1 psicólogo.";"Provincias: Alajuela, Heredia. Cantones: Alajuela: Alajuela, Atenas, Poás Heredia: Santa Bárbara.";"Ingresan niños o jóvenes con discapacidad, en edades que oscilan entre 0 meses y 21 años que ingresan ya sea por traslado o por referencia del MEP. Los documentos solicitados son los siguientes: Diagnóstico médico Fotocopia de cédulas de padres o encargados Referencia de Asesoría Regional de Educación Especial Constancia de nacimiento Copia del carné de vacunas Copia del carné de salud: páginas con datos de nacimiento Fotografía tamaño pasaporte del estudiante";"El edificio cuenta con rampas de acceso y señalización.";"No hay.";0;"-";"-Diario";131
132;0;"No brinda información.";"Facilitar a la población estudiantil servicios educativos de calidad que potencialicen sus capacidades individuales y estilos de aprendizaje; enfocados a este proceso, donde se implemente una organización eficiente que garantice el funcionamiento óptimo de los servicios y las acciones relacionadas con la gestión administrativa. Ofrecer orientación y apoyo a las familias de la comunidad educativa, para promover el desempeño del estudiante en los contextos en los que se desenvuelve.";"No hay.";"Servicios de atención directa a estudiantes en Discapacidad Cognitiva, Discapacidad Múltiple, Problemas Emocionales y de Conducta en los diferentes niveles de atención según lo establece el Plan de Estudios de Centros de Enseñanza Especial del MEP. Especialidad Nivel Edad Retraso Mental Estimulación Temprana 0 a 3 años Maternal 3 – 4 ½ años Kinder 4 ½ - 5 ½ años Preparatoria 5 ½ - 7 años I Ciclo 7 – 10 años II Ciclo 10 – 14 años III Ciclo 14 – 17 años IV Ciclo 17 – 21 años Discapacidad Múltiple Y Problemas Emocionales y de Conducta Estimulación Temprana 0 a 3 años Maternal 3 – 5 años Kinder 5 - 7 años I Ciclo 7 – 10 años II Ciclo 10 – 14 años III Ciclo 14 – 17 años IV Ciclo 17 – 21 años Servicios de apoyo fijo en Problemas Emocionales y de Conducta y Deficiencia Visual para los estudiantes de atención directa que lo requieren. Asignaturas complementarias en los diferentes niveles y especialidades según lo indica el Plan de Estudios para Centros de Educación Especial del MEP (Educación Musical, Educación Física, Educación para el Hogar, Artes Industriales, Artes Plásticas) Servicios complementarios para los estudiantes de atención directa que lo requieran y según los cupos disponibles: Terapia de Lenguaje, Terapia Física, Psicología, Área Social.";"Individuales y grupales";{};"95 personas en total laboran en el centro, de los cuales 11 son docentes todas calificadas en tema de educación curricular y 56 educadores especiales, además 2 terapeutas físicas, 1 psicólogo.";"Provincias: Alajuela, Heredia. Cantones: Alajuela: Alajuela, Atenas, Poás Heredia: Santa Bárbara.";"Ingresan niños o jóvenes con discapacidad, en edades que oscilan entre 0 meses y 21 años que ingresan ya sea por traslado o por referencia del MEP. Los documentos solicitados son los siguientes: Diagnóstico médico Fotocopia de cédulas de padres o encargados Referencia de Asesoría Regional de Educación Especial Constancia de nacimiento Copia del carné de vacunas Copia del carné de salud: páginas con datos de nacimiento Fotografía tamaño pasaporte del estudiante";"El edificio cuenta con rampas de acceso y señalización.";"No hay.";0;"-";"-Diario";132
